,product_title,ships_from_to,grams,quality,btc_price,cost_per_gram,cost_per_gram_pure,escrow,product_link,vendor_link,vendor_name,successful_transactions,rating,ships_from,ships_to,ships_to_US,ships_from_US,ships_to_NL,ships_from_NL,ships_to_FR,ships_from_FR,ships_to_GB,ships_from_GB,ships_to_CA,ships_from_CA,ships_to_DE,ships_from_DE,ships_to_AU,ships_from_AU,ships_to_EU,ships_from_EU,ships_to_ES,ships_from_ES,ships_to_N. America,ships_from_N. America,ships_to_BE,ships_from_BE,ships_to_WW,ships_from_WW,ships_to_SI,ships_from_SI,ships_to_IT,ships_from_IT,ships_to_DK,ships_from_DK,ships_to_S. America,ships_from_S. America,ships_to_CH,ships_from_CH,ships_to_BR,ships_from_BR,ships_to_CZ,ships_from_CZ,ships_to_SE,ships_from_SE,ships_to_CO,ships_from_CO,ships_to_CN,ships_from_CN,ships_to_PL,ships_from_PL,ships_to_GR,ships_from_GR
1309,1KG  Great Quality Cocaine  70%-75%,"NL  → WW, EU",1000,70,19.4,0.0194,0.0277142857,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=37441.363779,http://lchudifyeqm4ldjj.onion/contactMember?member=amsterdam2015,amsterdam2015,620,4.84,NL,"WW, EU",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
548,"1 KG Top quality Cocaine  from PERU, 91% purity",NL  → WW,1000,91,18.8,0.0188,0.0206593407,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=51949.370630,http://lchudifyeqm4ldjj.onion/contactMember?member=ING-BANK,ING-BANK,110,4.94,NL,WW,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1317,1KG COCAINE 90% - Straight From The BRICK,NL  → EU,1000,90,18.8,0.0188,0.0208888889,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=968913.273441,http://lchudifyeqm4ldjj.onion/contactMember?member=DiscounterNL,DiscounterNL,70,4.76,NL,EU,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1324,1KG- COCAINE 84%,NL  → EU,1000,84,18.55,0.01855,0.0220833333,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=60842.172467,http://lchudifyeqm4ldjj.onion/contactMember?member=MedicsNL,MedicsNL,460,4.69,NL,EU,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1315,1KG COCAINE 89% - STRAIGHT FROM THE BRICK-,NL  → EU,1000,89,18.54,0.01854,0.0208314607,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=373508.416771,http://lchudifyeqm4ldjj.onion/contactMember?member=0ldamsterdamm,0ldamsterdamm,620,4.94,NL,EU,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1320,1KG Columbian Cocaine 92%,EU  → WW,1000,92,18,0.018,0.0195652174,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=150447.191840,http://lchudifyeqm4ldjj.onion/contactMember?member=AmsterdamNL,AmsterdamNL,150,4.93,EU,WW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1316,1KG COCAINE 90%,NL  → EU,1000,90,17.78,0.01778,0.0197555556,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=731614.531747,http://lchudifyeqm4ldjj.onion/contactMember?member=Mister-Molly,Mister-Molly,90,4.63,NL,EU,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4252,★ 1 Kilo Colombian Cocaine UNCUT 90% ★,"NL  → EU, WW",1000,90,16.49,0.01649,0.0183222222,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=429274.250564,http://lchudifyeqm4ldjj.onion/contactMember?member=JoeyDalton,JoeyDalton,60,5,NL,"EU, WW",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3713,FULL BRICK (1KG) BRICK COCAINE 95% SHIPPED FROM US,US  → US,1000,95,16.29,0.01629,0.0171473684,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=826440.352711,http://lchudifyeqm4ldjj.onion/contactMember?member=JETSETLIFE,JETSETLIFE,370,4.96,US,US,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
758,1000GRAMS (1KG) - Peruvian Cocaine - 82% LAB TESTE,DE  → WW,1000,82,15.97,0.01597,0.0194756098,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=400982.993323,http://lchudifyeqm4ldjj.onion/contactMember?member=Deutsche-Mannschaft,Deutsche-Mannschaft,130,4.94,DE,WW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
750,1000 (1KG) Gram First Class Colombian Cocaine 90%+,DE  → DE,1000,90,15.7,0.0157,0.0174444444,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=736916.228003,http://lchudifyeqm4ldjj.onion/contactMember?member=mrdrogenkommandant,mrdrogenkommandant,1700,4.89,DE,DE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3023,750 GRAM COCAINE FISHSCALE PURE FLAKE 90% ***PROMO,NL  → EU,750,90,15.63,0.02084,0.0231555556,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=757684.518811,http://lchudifyeqm4ldjj.onion/contactMember?member=amsterdamflex,amsterdamflex,180,4.88,NL,EU,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
754,1000G Crystal Cocaine 88% Colombian Quality,"DE  → DE, NL",1000,88,15.46,0.01546,0.0175681818,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=42636.107253,http://lchudifyeqm4ldjj.onion/contactMember?member=DrogenAusNiederlande,DrogenAusNiederlande,150,4.94,DE,"DE, NL",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
757,1000GRAMS (1KG) - Colombian Cocaine - 80% LAB TEST,DE  → WW,1000,80,15.46,0.01546,0.019325,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=859661.492696,http://lchudifyeqm4ldjj.onion/contactMember?member=Deutsche-Mannschaft,Deutsche-Mannschaft,130,4.94,DE,WW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4603,✯1kg FLAKES COCAINE 92% ✯GA✯,"NL  → WW, US",1000,92,15.46,0.01546,0.0168043478,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=81516.895341,http://lchudifyeqm4ldjj.onion/contactMember?member=gomorraamsterdam,gomorraamsterdam,360,4.86,NL,"WW, US",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1312,1KG 90%+ Pure Uncut Colombian Flakes!!!,NL  → EU,1000,90,15.2,0.0152,0.0168888889,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=914493.319448,http://lchudifyeqm4ldjj.onion/contactMember?member=cartmanproducts,cartmanproducts,350,4.99,NL,EU,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
549,1 Kilo Brick Cocain 90%+ Pure Flakes Uncut Colombi,NL  → EU,1000,90,14.94,0.01494,0.0166,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=832683.356861,http://lchudifyeqm4ldjj.onion/contactMember?member=supercoop,supercoop,720,4.96,NL,EU,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3548,"Cocaine 84%+ , 1000 Grams FE",NL  → WW,1000,84,14.44,0.01444,0.0171904762,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=814186.735712,http://lchudifyeqm4ldjj.onion/contactMember?member=Amsterdaminc,Amsterdaminc,780,4.82,NL,WW,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1489,1kg - AH Special Snow White Cocaine - 90% Pure,EU  → WW,1000,90,14.43,0.01443,0.0160333333,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=822110.200626,http://lchudifyeqm4ldjj.onion/contactMember?member=AlbertHeijn,AlbertHeijn,60,4.98,EU,WW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1313,1KG Bolivian Cocaine 92% SALE,"EU  → EU, WW",1000,92,14.17,0.01417,0.0154021739,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=89229.159706,http://lchudifyeqm4ldjj.onion/contactMember?member=BestDutchStuff,BestDutchStuff,100,4.96,EU,"EU, WW",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1319,1KG Colombian Cocaine 90% SALE,"EU  → EU, WW",1000,90,14.17,0.01417,0.0157444444,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=669057.503141,http://lchudifyeqm4ldjj.onion/contactMember?member=BestDutchStuff,BestDutchStuff,100,4.96,EU,"EU, WW",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2660,500g Cocaine Pure Flakes 90%+,"FR  → FR, EU",500,90,13.62,0.02724,0.0302666667,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=707896.187428,http://lchudifyeqm4ldjj.onion/contactMember?member=CocaColaFR,CocaColaFR,540,4.86,FR,"FR, EU",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2645,500G COCAINE (Peru)AAA+++ 90% Flakes Fishscale,"DE  → WW, DE",500,90,12.88,0.02576,0.0286222222,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=175230.44602,http://lchudifyeqm4ldjj.onion/contactMember?member=Naturalminds,Naturalminds,490,4.97,DE,"WW, DE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4611,✯750g FLAKES COCAINE 92% ✯GA✯,"NL  → WW, US",750,92,12.75,0.017,0.0184782609,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=5479.745089,http://lchudifyeqm4ldjj.onion/contactMember?member=gomorraamsterdam,gomorraamsterdam,360,4.86,NL,"WW, US",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2670,500gr  Pure Uncut Cocaine  90%-92%,"NL  → WW, EU",500,90,12.67,0.02534,0.0281555556,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=179752.697945,http://lchudifyeqm4ldjj.onion/contactMember?member=amsterdam2015,amsterdam2015,620,4.84,NL,"WW, EU",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2674,500gr PURE COCAINE 89-91%    ******LIMITED TIME DI,NL  → WW,500,91,11.99,0.02398,0.0263516484,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=200248.516127,http://lchudifyeqm4ldjj.onion/contactMember?member=Aliexpressss,Aliexpressss,310,4.74,NL,WW,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2644,500G COCAINE (Peru) A+++ 90% Fishscale,DE  → WW,500,90,11.59,0.02318,0.0257555556,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=196343.709254,http://lchudifyeqm4ldjj.onion/contactMember?member=FAST-DRUG,FAST-DRUG,20,5,DE,WW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2648,500G COCAINE FLAKES 90%,NL  → EU,500,90,10.8,0.0216,0.024,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=267648.253312,http://lchudifyeqm4ldjj.onion/contactMember?member=GreyGooseGlobal,GreyGooseGlobal,230,4.87,NL,EU,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2631,500 GRAM COCAINE FISHSCALE PURE FLAKE 90% ***PROMO,NL  → EU,500,90,10.56,0.02112,0.0234666667,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=79038.204817,http://lchudifyeqm4ldjj.onion/contactMember?member=amsterdamflex,amsterdamflex,180,4.88,NL,EU,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2647,500G COCAINE 90% - Straight From The BRICK,NL  → EU,500,90,10.3,0.0206,0.0228888889,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=918314.707928,http://lchudifyeqm4ldjj.onion/contactMember?member=DiscounterNL,DiscounterNL,70,4.76,NL,EU,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2655,500GRAM - Peruvian Cocaine - 82% LAB TESTED,DE  → WW,500,82,10.3,0.0206,0.0251219512,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=321871.784153,http://lchudifyeqm4ldjj.onion/contactMember?member=Deutsche-Mannschaft,Deutsche-Mannschaft,130,4.94,DE,WW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2669,500gr  Great Quality Cocaine  70%-75%,"NL  → WW, EU",500,70,9.95,0.0199,0.0284285714,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=168604.543926,http://lchudifyeqm4ldjj.onion/contactMember?member=amsterdam2015,amsterdam2015,620,4.84,NL,"WW, EU",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2630,"500 GR Top quality Cocaine  from PERU, 91% purity",NL  → WW,500,91,9.89,0.01978,0.0217362637,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=362874.812234,http://lchudifyeqm4ldjj.onion/contactMember?member=ING-BANK,ING-BANK,110,4.94,NL,WW,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2646,500G COCAINE 89% - STRAIGHT FROM THE BRICK-,NL  → EU,500,89,9.79,0.01958,0.022,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=662942.518012,http://lchudifyeqm4ldjj.onion/contactMember?member=0ldamsterdamm,0ldamsterdamm,620,4.94,NL,EU,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
